d1,c1,d2,c2,d3,c3,class
16,0.05,7,1.63,64,0.941,8
16,0.05,7,1.6,64,0.95,8
16,0.048,7,1.58,64,0.955,8
16,0.0465,34,1.56,64,1.033,8
16,0.047,34,1.73,64,0.97,8
16,0.051,34,1.688,64,0.96,8
16,0.051,34,1.693,64,0.96,8
16,0.06,34,1.68,64,1,8
16,0.045,7,1.533,64,0.95,8
16,0.045,7,1.533,64,0.95,8
16,0.044,7,1.5,64,0.93,8
16,0.044,7,1.5,64,0.93,8
16,0.044,7,1.517,64,0.93,8
16,0.044,7,1.517,64,0.93,8
16,0.044,7,1.53,64,0.95,8
16,0.044,7,1.53,64,0.95,8
16,0.044,7,1.42,64,0.93,8
16,0.044,7,1.42,64,0.93,8
16,0.04,7,1.5,64,0.93,8
16,0.038,7,1.52,64,0.928,8
16,0.038,7,1.52,64,0.95,8
16,0.038,7,1.5,64,0.95,8
16,0.04,7,1.52,64,0.98,8
16,0.035,34,1.675,64,0.988,8
16,0.035,34,1.633,64,0.99,8
16,0.04,34,1.675,64,0.985,8
16,0.038,34,1.68,64,0.98,8
16,0.042,34,1.625,64,0.985,8
16,0.04,34,1.623,64,0.983,8
16,0.0396,34,1.62,64,0.985,8
16,0.04,34,1.618,64,0.99,8
16,0.04,34,1.62,64,0.995,8
16,0.04,34,1.58,64,0.984,8
16,0.04,34,1.62,64,0.95,8
16,0.04,34,1.623,64,0.95,8
16,0.041,7,1,64,0.725,8
16,0.04,7,1,64,0.73,8
16,0.042,7,0.98,64,0.718,8
16,0.041,7,1.13,64,0.678,8
16,0.04,7,1.15,64,0.677,8
16,0.04,7,1.13,64,0.68,8
16,0.039,7,1.15,64,0.677,8
16,0.064,7,1.495,64,0.905,8
16,0.057,7,1.6,64,0.99,8
16,0.05,7,1.6,64,0.976,8
16,0.05,7,1.67,64,0.95,8
16,0.0365,7,1.7,64,1,8
16,0.055,7,1.62,64,0.995,8
64,0.998,16,0.034,7,1.65,8
16,0.034,7,1.65,64,0.998,8
16,0.034,7,1.65,64,0.998,8
16,0.032,7,1.67,64,0.998,8
16,0.032,7,1.67,64,0.998,8
16,0.032,7,1.62,64,1.02,8
16,0.032,7,1.62,64,1.02,8
16,0.031,7,1.6,64,1.03,8
16,0.031,7,1.6,64,1.03,8
16,0.032,7,1.57,64,1.03,8
16,0.032,7,1.57,64,1.03,8
16,0.031,7,1.55,64,1.04,8
16,0.031,7,1.55,64,1.04,8
16,0.032,7,1.596,64,1.07,8
16,0.032,7,1.57,64,1.03,8
16,0.0306,34,1.65,64,1.02,8
16,0.028,34,1.65,64,1,8
16,0.03,34,1.63,64,1.08,8
16,0.03,34,1.66,64,1.03,8
16,0.03,34,1.65,64,1.03,8
16,0.0305,34,1.652,64,1.03,8
16,0.03,34,1.646,64,1.03,8
16,0.0305,34,1.648,64,1.03,8
16,0.03,34,1.68,64,1.02,8
16,0.0478,7,1.405,64,0.877,8
16,0.0478,7,1.405,64,0.877,8
16,0.056,7,1.37,64,0.83,8
16,0.056,7,1.37,64,0.83,8
16,0.045,7,1.46,64,0.883,8
16,0.046,7,1.43,64,0.882,8
16,0.064,7,1.5,64,0.905,8
16,0.07,7,1.67,64,1,8
16,0.072,7,1.7,64,1,8
16,0.075,7,1.73,64,1.05,8
16,0.0765,7,1.765,64,1.071,8
16,0.078,7,1.765,64,1.015,8
16,0.079,7,1.8,64,1,8
16,0.0785,7,1.78,64,0.97,8
16,0.081,7,1.78,64,0.95,8
16,0.079,7,1.8,64,0.955,8
16,0.076,7,1.85,64,1.06,8
16,0.0755,7,1.85,64,1.05,8
16,0.078,7,1.91,64,1.05,8
16,0.077,7,1.875,64,1.03,8
16,0.076,7,1.9,64,1.04,8
16,0.076,7,1.9,64,1.04,8
16,0.0755,7,1.875,64,1.05,8
16,0.0755,7,1.875,64,1.05,8
16,0.072,7,1.862,64,1.04,8
16,0.072,7,1.862,64,1.04,8
16,0.075,7,1.856,64,1.05,8
16,0.075,7,1.856,64,1.05,8
16,0.072,7,1.862,64,1.02,8
16,0.07,7,1.86,64,1,8
16,0.075,7,1.86,64,0.98,8
16,0.072,7,1.84,64,0.977,8
16,0.072,7,1.85,64,0.973,8
16,0.072,7,1.83,64,0.98,8
16,0.073,7,1.82,64,1,8
16,0.073,7,1.818,64,0.99,8
16,0.073,34,1.818,64,0.99,8
16,0.078,34,1.77,64,0.99,8
16,0.0788,34,1.818,64,1.029,8
16,0.078,34,1.74,64,0.95,8
16,0.082,34,1.77,64,1.04,8
16,0.08,34,1.76,64,1,8
16,0.082,34,1.74,64,1,8
16,0.08,34,1.735,64,1,8
16,0.08,34,1.735,64,1.05,8
16,0.075,34,1.735,64,1.08,8
16,0.07,7,1.86,64,1,8
16,0.051,7,1.19,64,0.724,8
16,0.047,7,1.25,64,0.8,8
16,0.0455,7,1.25,64,0.78,8
16,0.0455,7,1.45,64,0.76,8
16,0.046,7,1.5,64,0.77,8
16,0.043,7,1.5,64,0.83,8
16,0.0425,7,1.475,64,0.84,8
16,0.0408,7,1.425,64,0.789,8
16,0.0406,7,1.42,64,0.757,8
16,0.04,7,1.375,64,0.76,8
16,0.036,7,1.385,64,0.764,8
16,0.034,7,1.39,64,0.77,8
16,0.035,7,1.45,64,0.763,8
16,0.033,7,1.362,64,0.755,8
16,0.033,7,1.355,64,0.751,8
16,0.034,7,1.421,64,0.75,8
16,0.034,7,1.421,64,0.75,8
16,0.035,7,1.45,64,0.77,8
16,0.035,7,1.45,64,0.77,8
16,0.34,7,1.421,64,0.75,8
16,0.34,7,1.421,64,0.75,8
16,0.035,7,1.45,64,0.77,8
16,0.032,7,1.43,64,0.78,8
16,0.0325,7,1.432,64,0.79,8
16,0.031,7,1.44,64,0.79,8
16,0.0295,9,1.435,64,0.79,8
16,0.029,7,1.43,64,0.8,8
16,0.0295,7,1.43,64,0.8,8
16,0.027,7,1.43,64,0.83,8
16,0.028,7,1.42,64,0.85,8
16,0.027,34,1.41,64,0.85,8
16,0.0275,34,1.4,64,0.867,8
16,0.025,34,1.38,64,0.85,8
16,0.027,34,1.35,64,0.85,8
16,0.0275,34,1.345,64,0.85,8
16,0.027,34,1.35,64,0.82,8
16,0.0275,34,1.35,64,0.825,8
16,0.0276,34,1.351,64,0.798,8
16,0.0275,34,1.355,64,0.798,8
16,0.08,7,1.75,64,0.93,8
16,0.056,7,1.63,64,0.9,8
16,0.073,7,1.73,64,0.87,8
16,0.071,7,1.75,64,0.87,8
16,0.05,7,1.75,64,0.88,8
16,0.05,7,1.75,64,0.885,8
16,0.05,7,1.75,64,0.88,8
16,0.05,7,1.745,64,0.875,8
16,0.053,7,1.745,64,0.92,8
16,0.053,7,1.745,64,0.92,8
16,0.055,7,1.7,64,0.9,8
16,0.055,7,1.7,64,0.9,8
16,0.052,7,1.615,64,0.675,8
16,0.052,7,1.615,64,0.675,8
16,0.05,7,1.6,64,0.67,8
16,0.05,7,1.6,64,0.67,8
16,0.05,7,1.68,64,0.9,8
16,0.05,7,1.71,64,0.92,8
16,0.0475,7,1.7,64,0.874,8
16,0.045,7,1.7,64,0.835,8
16,0.037,7,1.658,64,0.83,8
16,0.036,7,1.653,64,0.82,8
16,0.037,34,1.658,64,0.83,8
16,0.036,34,1.69,64,0.83,8
16,0.036,34,1.63,64,0.85,8
16,0.065,55,2.1,58,1.854,1
16,0.06,55,1.95,58,1.9,1
16,0.067,55,2.105,58,1.854,1
16,0.066,55,2.13,58,1.88,1
7,0.5,48,0.49,64,1.2,2
7,0.5,48,0.52,64,1.18,16
7,0.515,48,0.52,64,1.156,16
7,0.522,48,0.515,64,1.14,2
7,0.522,48,0.52,64,1.141,2
7,0.5,48,0.524,64,1.143,16
7,0.5,48,0.513,64,1.143,2
7,0.49,48,0.503,64,1.12,16
7,0.487,48,0.5,64,1.114,16
7,0.485,48,0.498,64,1.109,2
7,0.483,48,0.495,64,1.103,2
7,0.485,48,0.497,64,1.107,2
7,0.485,48,0.495,64,1.09,2
7,0.47,48,0.495,64,1.16,8
7,0.475,48,0.5,64,1.17,4
7,0.49,48,0.503,64,1.12,8
7,1.5,64,0.885,16,0.064,8
16,0.061,7,1.475,64,0.841,8
16,0.0615,7,1.47,64,0.85,8
16,0.057,7,1.48,64,0.84,8
16,0.0565,7,1.48,64,0.833,8
16,0.055,7,1.45,64,0.816,8
16,0.0565,7,1.48,64,0.833,8
16,0.055,7,1.48,64,0.833,8
16,0.053,7,1.475,64,0.83,8
16,0.055,7,1.48,64,0.87,8
16,0.054,7,1.475,64,0.86,8
16,0.0538,7,1.48,64,0.87,8
16,0.0535,7,1.46,64,0.85,8
16,0.0535,7,1.5,64,0.85,8
16,0.056,7,1.48,64,0.86,8
16,0.0535,7,1.5,64,0.85,8
16,0.0535,7,1.5,64,0.85,8
16,0.056,7,1.48,64,0.6,8
16,0.056,7,1.48,64,0.6,8
16,0.051,7,1.5,64,0.937,8
16,0.051,7,1.5,64,0.9,8
16,0.049,7,1.5,64,0.935,8
16,0.049,7,1.495,64,0.935,8
64,0.915,16,0.048,34,1.53,8
16,0.049,34,1.53,64,0.915,8
16,0.0478,34,1.51,64,0.915,8
16,0.049,34,1.495,64,0.915,8
16,0.048,34,1.483,64,0.93,8
16,0.048,34,1.485,64,0.933,8
16,0.049,34,1.483,64,0.93,8
16,0.0485,34,1.485,64,0.93,8
16,0.0475,34,1.48,64,0.918,8
16,0.047,34,1.477,64,0.915,8
16,0.0468,34,1.469,64,0.91,8
16,0.0467,34,1.47,64,0.911,8
16,0.047,34,1.475,64,0.913,8
16,0.0473,34,1.482,64,0.9,8
16,0.0471,34,1.481,64,0.9,8
16,0.047,34,1.48,64,0.9,8
16,0.047,34,1.48,64,0.9,8
3,0.032,4,0.0253,5,0.017,5
3,0.032,4,0.0266,5,0.0172,5
19,0.289,27,0.184,31,0.31,12
39,0.6,71,0,71,0,5
16,0.0033,29,0.0284,71,0,5
4,0.026,5,0.126,71,0,14
4,0.027,5,0.13,71,0,14
7,0.615,48,0.615,64,2.7,4
7,0.62,48,0.62,64,2.7,4
7,0.585,65,0.55,64,2.03,4
16,0.0467,48,0.694,58,3,1
16,0.047,48,0.693,58,3,1
16,0.038,48,0.615,58,2.38,1
3,0.0004,4,0.0265,5,0.002,5
55,1.25,58,1,71,0,1
55,1.563,58,1.5,71,0,1
16,0.036,55,1.41,58,1.6,1
16,0.03,55,1.68,58,1.72,1
16,0.03,55,1.576,58,1.726,1
16,0.03,55,1.55,58,1.726,1
16,0.028,55,1.73,58,1.8,1
16,0.028,55,1.75,58,1.77,1
16,0.027,55,1.82,58,1.772,1
16,0.0275,55,1.83,58,1.774,1
16,0.025,55,1.9,58,1.775,1
16,0.0255,55,1.92,58,1.776,1
16,0.025,55,1.88,58,1.775,1
16,0.025,55,1.9,58,1.79,1
16,0.02,55,1.52,58,1.432,1
16,0.02,55,1.9,58,1.775,1
16,0.02,55,1.9,58,1.8,1
16,0.02,55,1.92,58,1.81,1
16,0.025,55,1.898,58,1.775,1
16,0.0188,55,1.92,58,1.81,1
16,0.024,55,1.88,58,1.76,1
16,1.018,55,1.41,58,1.32,1
16,0.024,55,1.72,58,1.77,1
16,0.0175,55,1.52,58,1.32,1
16,0.023,55,1.72,58,1.77,1
16,0.02,55,1.38,58,1.32,1
16,0.0195,55,1.47,58,1.465,1
16,0.0195,55,1.5,58,1.48,1
16,0.023,55,1.75,58,1.773,1
16,0.023,55,1.75,58,1.73,1
16,0.023,55,1.76,58,1.726,1
16,0.019,55,1.52,58,1.38,1
16,0.017,55,1.53,58,1.45,1
16,0.016,55,1.535,58,1.46,1
16,0.016,55,1.53,58,1.4,1
16,0.0152,55,1.535,58,1.387,1
16,0.012,55,1.54,58,1.435,1
16,0.012,55,1.53,58,1.43,1
16,0.025,55,1.9,58,1.775,1
16,0.022,58,1.3,60,2.5,1
16,0.04,58,0.9,60,2.2,1
16,0.03,58,1.02,60,2.2,1
16,0.03,58,1.06,60,2.2,1
16,0.029,58,0.99,60,2.1,1
44,0.093,48,0.47,64,1.94,4
44,0.094,48,0.46,64,1.93,4
44,0.094,48,0.43,64,1.9,4
44,0.09,48,0.45,64,1.9,4
44,0.0752,48,0.368,64,1.544,4
3,0.021,4,0.025,5,0.021,5
3,0.0246,4,0.029,5,0.024,5
3,0.025,4,0.029,5,0.0245,5
3,0.031,4,0.034,5,0.03,5
3,0.0285,4,0.033,5,0.0275,5
3,0.0378,4,0.041,5,0.035,5
3,0.0378,4,0.041,5,0.035,5
3,0.038,4,0.04,5,0.035,5
3,0.038,4,0.04,5,0.035,5
3,0.039,4,0.042,5,0.0385,5
3,0.039,4,0.042,5,0.0385,5
3,0.038,4,0.039,5,0.036,5
3,0.038,4,0.039,5,0.036,5
3,0.0386,4,0.042,5,0.0381,5
3,0.0386,4,0.042,5,0.0381,5
3,0.038,4,0.0424,5,0.0375,5
3,0.038,4,0.0424,5,0.0375,5
3,0.0389,4,0.0425,5,0.0384,5
3,0.042,4,0.044,5,0.039,14
3,0.038,4,0.0435,5,0.039,5
3,0.0385,4,0.0425,5,0.0387,5
3,0.0392,4,0.0435,5,0.0384,14
3,0.0395,4,0.042,5,0.0389,5
3,0.0396,4,0.0425,5,0.039,5
3,0.0393,4,0.0438,5,0.0389,5
3,0.0392,4,0.0439,5,0.0389,5
3,0.0393,4,0.0439,5,0.039,5
3,0.0394,4,0.0439,5,0.0389,5
3,0.0395,4,0.044,5,0.039,5
3,0.0397,4,0.0442,5,0.039,5
3,0.041,4,0.0443,5,0.0386,5
3,0.0405,4,0.044,5,0.0386,5
3,0.041,4,0.0448,5,0.039,5
44,0.952,50,2.7,31,0.145,10
44,1.077,50,2.58,31,0.16,10
44,1.077,50,2.58,31,0.176,10
44,1.1,50,2.7,31,0.2,10
44,0.973,50,2.7,31,0.177,10
44,0.81,50,3,31,0.12,10
44,0.81,50,3,31,0.12,10
44,0.968,50,2.75,31,0.177,10
44,0.968,50,2.75,31,0.177,10
44,0.965,50,2.695,31,0.176,10
44,0.965,50,2.695,31,0.176,10
44,0.98,50,2.75,31,0.18,10
44,0.98,50,2.75,31,0.18,10
44,1,50,2.7,31,0.185,10
44,1,50,2.7,31,0.185,10
44,1.03,50,2.73,31,0.187,10
44,1.03,50,2.73,31,0.187,10
44,0.973,50,2.73,31,0.18,10
44,0.973,50,2.73,31,0.18,10
44,0.96,50,2.7,31,0.175,10
44,0.96,50,2.7,31,0.175,10
44,0.89,50,2.7,31,0.135,10
44,0.89,50,2.7,31,0.135,10
44,0.92,50,2.75,31,0.17,10
44,0.914,50,2.755,31,0.167,10
44,0.92,50,2.78,31,0.168,10
44,0.914,50,2.781,31,0.168,10
44,0.92,50,2.785,31,0.169,10
44,0.952,50,2.7,31,0.145,10
44,1.077,50,2.58,31,0.16,10
44,1.077,50,2.58,31,0.176,10
44,1.1,50,2.7,31,0.2,10
44,0.973,50,2.7,31,0.177,10
3,0.0144,4,0.0086,12,0.055,14
3,0.0143,4,0.0086,5,0.055,14
66,0.032,71,0,71,0,14
66,0.05,71,0,71,0,14
66,0.031,16,0.003,71,0,14
66,0.03,16,0.005,71,0,14
66,0.032,16,0.002,71,0,14
66,0.0323,16,0.0015,71,0,14
66,0.03,16,0.005,71,0,14
66,0.033,16,0.005,71,0,14
66,0.031,16,0.002,71,0,14
66,0.0315,16,0.0023,71,0,14
16,0.0023,66,0.037,71,0,14
16,0.0022,66,0.0368,71,0,14
16,0.0024,66,0.037,71,0,14
16,0.0025,66,0.037,71,0,14
16,0.0023,66,0.039,71,0,14
16,0.0024,66,0.039,71,0,14
16,0.0024,66,0.04,71,0,14
16,0.0024,66,0.04,71,0,14
16,0.0024,66,0.04,71,0,14
16,0.0025,66,0.039,71,0,14
16,0.0023,66,0.04,71,0,14
66,0.04,71,0,71,0,14
66,0.038,71,0,71,0,14
16,0.0025,66,0.037,71,0,14
16,0.0023,66,0.04,71,0,14
16,0.0025,66,0.033,71,0,14
16,0.0025,33,0.0755,66,0.033,14
23,0.113,55,0.47,59,0.67,11
15,0.12,55,0.509,59,0.62,11
23,0.12,55,0.484,59,0.67,11
23,0.121,55,0.504,59,0.677,11
23,0.118,55,0.478,59,0.657,11
23,0.119,55,0.465,59,0.656,11
23,0.107,55,0.525,59,0.65,11
23,0.107,55,0.51,59,0.65,11
23,0.107,55,0.509,59,0.65,11
23,0.119,55,0.47,59,0.66,11
23,0.12,55,0.465,59,0.663,11
23,0.1236,55,0.465,59,0.683,11
23,0.126,55,0.47,59,0.66,11
23,0.127,55,0.475,59,0.66,11
23,0.128,55,0.45,59,0.683,11
16,0.035,48,1.08,58,2.7,1
16,0.032,48,1.13,58,2.8,1
16,0.033,48,1.16,58,2.85,1
16,0.05,48,1,58,3,1
16,0.0475,48,1,58,2.85,1
16,0.0475,48,1.1,58,2.76,1
16,0.043,48,1,58,3,1
16,0.0426,48,1,58,2.97,1
16,0.0424,48,1.1,58,2.9,1
16,0.038,48,1.15,58,2.93,1
16,0.037,48,1.15,58,2.93,1
16,0.025,48,1.19,58,3,1
16,0.025,48,1.165,58,3,1
16,0.025,48,1.175,58,3,1
16,0.025,48,1.163,58,2.98,1
16,0.015,48,1.163,58,3,1
16,0.013,48,1.16,58,3,1
16,0.01,48,1.59,58,3,4
16,0.012,48,1.16,58,3,1
16,0.0117,48,1.16,58,3,1
16,0.012,48,1.138,58,3,1
16,0.0117,48,1.155,58,3,1
16,0.0125,48,1.16,58,3,4
16,0.0125,48,1.163,58,3,1
16,0.0125,48,1.17,58,3,1
16,0.0138,48,1.28,58,3.3,1
16,0.012,48,1.17,58,3,1
16,0.013,48,1.15,58,3,1
16,0.0115,48,1.12,58,3,1
7,0.33,48,1.045,64,3,4
7,0.328,48,1.04,64,3,4
7,0.275,48,0.833,64,2.1,4
16,0.03,48,1.05,58,3,1
16,0.029,48,1.03,58,2.97,1
16,0.016,48,1.11,58,2.92,1
16,0.016,48,1.113,58,2.93,1
16,0.0159,48,1.115,58,2.925,1
16,0.0158,48,1.11,58,2.917,1
16,0.0157,48,1.113,58,2.92,1
16,0.0147,48,1.115,58,2.935,1
16,0.0145,48,1.114,58,2.938,1
16,0.0147,48,1.112,58,2.935,1
16,0.0146,48,1.112,58,2.935,1
16,0.0146,48,1.112,58,2.938,1
16,0.0146,48,1.112,58,2.942,4
16,0.0146,48,1.112,58,2.945,4
16,0.0146,48,1.114,58,2.942,4
16,0.0146,48,1.113,58,2.95,4
16,0.0137,48,1.13,58,3,1
16,0.0138,48,1.15,58,3,4
16,0.015,48,1.18,58,3.15,4
16,0.015,48,1.19,58,3.2,4
16,0.0137,48,1.13,58,3,1
7,0.64,48,2.83,35,0.54,9
7,0.42,48,3,35,0.485,9
7,0.41,48,2.8,35,0.48,9
7,0.4,48,3,35,0.46,9
7,0.389,48,2.8,35,0.456,9
7,0.35,48,2.8,35,0.47,9
7,0.366,48,2.8,35,0.465,9
7,0.5,48,2.9,35,0.6,9
7,0.54,48,2.9,35,0.56,9
34,0.323,48,2.522,35,0.408,9
34,0.33,48,2.58,35,0.41,9
34,0.266,48,2.08,35,0.337,9
34,0.36,48,2.4,35,0.43,9
34,0.365,48,2.4,35,0.425,9
7,0.49,48,2.76,35,0.58,9
34,0.3,48,1.96,35,0.35,9
34,0.33,48,1.8,35,0.32,9
34,0.34,48,1.75,35,0.31,9
34,0.33,48,1.65,35,0.3,9
7,0.48,48,2.8,35,0.6,5
34,0.34,48,1.6,35,0.29,9
34,0.34,48,1.42,35,0.295,9
34,0.33,48,1.396,35,0.282,9
34,0.4,48,1.7,35,0.31,9
34,0.43,48,1.7,35,0.32,9
34,0.38,48,1.68,35,0.4,9
34,0.35,48,1.65,35,0.45,9
34,0.355,48,1.74,35,0.36,9
7,0.416,48,2.85,35,0.51,9
34,0.34,48,1.725,35,0.385,9
7,0.4,48,2.95,35,0.48,5
7,0.424,48,2.86,35,0.495,9
7,0.42,48,3,35,0.485,9
29,0.01,16,0.0007,71,0,5
29,0.01,16,0.0007,71,0,5
29,0.012,16,0.0007,71,0,5
29,0.015,16,0.0008,71,0,5
29,0.012,16,0.0007,71,0,5
29,0.01,16,0.0007,71,0,5
29,0.0097,16,0.0008,71,0,5
29,0.011,16,0.0007,71,0,5
29,0.0099,16,0.0006,71,0,5
29,0.0098,16,0.0007,71,0,5
29,0.01,71,0,71,0,5
29,0.0105,71,0,71,0,5
29,0.0108,71,0,71,0,5
29,0.01,71,0,71,0,5
29,0.011,16,0.0007,71,0,5
29,0.011,16,0.0007,71,0,5
29,0.0108,16,0.0007,71,0,5
29,0.0108,16,0.0007,71,0,5
29,0.012,71,0,71,0,5
29,0.0115,71,0,71,0,5
29,0.012,16,0.0007,71,0,5
29,0.013,71,0,71,0,5
29,0.012,16,0.0007,71,0,5
29,0.0118,16,0.0005,71,0,5
29,0.011,16,0.0005,71,0,5
29,0.01,16,0.0005,71,0,5
29,0.01,16,0.0004,71,0,5
29,0.0098,16,0.0005,71,0,5
29,0.0098,16,0.0003,71,0,5
29,0.0098,16,0.0004,71,0,5
29,0.01,33,0.014,16,0.0005,5
7,0.458,48,3,35,0.57,9
7,0.45,48,3,35,0.58,9
7,0.45,48,2.92,35,0.55,9
7,0.365,48,2.1,35,0.44,9
34,0.46,48,2.89,35,0.555,9
34,0.5,48,2.9,35,0.569,9
34,0.41,48,1.785,35,0.412,9
34,0.42,48,1.75,35,0.41,9
34,0.423,48,1.76,35,0.41,9
34,0.35,48,2.26,35,0.42,9
48,2.25,35,0.43,34,0.48,9
34,0.5,48,2.1,35,0.46,9
34,0.55,48,2.1,35,0.5,9
34,0.8,48,2.1,35,0.3,9
7,0.22,48,0.77,64,1.8,4
7,0.22,48,0.75,64,2.5,4
64,2.5,7,0.19,48,0.78,4
7,0.185,48,0.795,64,2.55,4
7,0.18,48,0.76,64,2.5,4
7,0.175,48,0.77,64,2.56,4
7,0.18,48,0.8,64,2.6,4
7,0.2,48,0.82,64,2.6,4
7,0.23,48,0.83,64,2.65,4
7,0.25,48,0.85,64,2.6,4
7,0.24,48,0.86,64,2.5,4
7,0.23,48,0.85,64,2.4,4
7,0.22,48,0.9,64,2.2,4
7,0.2,48,0.85,64,2.2,4
7,0.21,48,0.87,64,2.2,4
7,0.23,48,0.945,64,2.3,4
7,0.2,48,0.95,64,2.4,4
7,0.2,48,0.95,64,2.4,4
7,0.17,48,0.88,64,2.35,4
7,0.18,48,0.8,64,2.2,4
7,0.17,48,0.85,64,2.11,4
7,0.2,48,0.86,64,2.2,4
7,0.21,48,0.9,64,2.3,4
7,0.16,48,0.88,64,2.3,4
7,0.17,48,0.9,64,2.4,4
7,0.18,48,0.88,64,2.5,4
7,0.19,48,0.86,64,2.5,4
16,0.019,29,2.25,66,0.44,16
16,0.02,29,2,66,0.42,16
16,0.017,29,1.8,66,0.4,16
16,0.013,29,2,66,0.37,16
16,0.01,29,1.8,66,0.42,16
16,0.01,29,1.7,66,0.428,16
16,0.009,29,1.53,66,0.437,16
16,0.009,29,1.5,66,0.445,16
16,0.01,29,1.5,66,0.46,16
16,0.011,29,1.5,66,0.47,16
29,1.5,66,0.45,71,0,16
29,1.55,66,0.46,71,0,16
29,1.8,66,0.42,71,0,16
29,1.8,66,0.4,71,0,16
16,0.01,29,1.78,66,0.378,16
16,0.01,29,1.79,66,0.38,16
16,0.005,29,2,66,0.4,16
29,2.3,66,0.42,71,0,16
16,0.012,29,2,66,0.54,16
16,0.014,29,2,66,0.56,16
16,0.013,29,1.8,66,0.56,16
16,0.012,29,1.7,66,0.57,16
16,0.014,29,2,66,0.4,16
16,0.014,29,2,66,0.42,16
16,0.0135,29,2,66,0.41,16
16,0.009,29,2.1,66,0.37,16
16,0.008,29,2.2,66,0.37,16
16,0.007,29,2.2,66,0.36,16
16,0.006,29,2.1,66,0.36,16
16,0.008,29,2.1,66,0.37,16
16,0.008,29,2.3,66,0.35,16
16,0.005,29,2.2,66,0.34,16
29,2.5,66,0.32,71,0,16
29,2.5,66,0.32,71,0,16
7,0.5,48,1.01,64,2.57,4
7,0.4,48,0.808,64,1.98,4
7,0.495,48,1.02,64,2.57,4
7,0.49,48,1.03,64,2.57,4
34,0.55,48,0.92,64,2.48,4
34,0.525,48,1,64,2.5,4
34,0.41,48,0.79,64,1.93,4
34,0.57,48,0.91,64,2.48,4
34,0.56,48,0.91,64,2.4,4
34,0.43,48,0.75,64,1.83,4
34,0.56,48,0.905,64,2.4,4
34,0.563,48,0.9,64,2.41,4
34,0.45,48,0.7,64,1.8,4
34,0.563,48,0.896,64,2.438,4
34,0.56,48,0.898,64,2.436,4
34,0.43,48,0.69,64,1.83,4
34,0.42,48,0.68,64,1.85,4
34,0.4,48,0.675,64,1.85,4
34,0.42,48,0.68,64,1.8,4
34,0.4,48,0.675,64,1.795,4
7,0.48,48,0.96,64,2.5,4
7,0.5,48,1,64,2.5,4
7,0.5,48,0.95,64,2.55,4
7,0.45,48,0.98,64,2.57,4
7,0.44,48,0.96,64,2.6,4
7,0.43,48,1,64,2.6,4
7,0.435,48,1,64,2.59,4
7,0.45,48,1.02,64,2.6,4
7,0.47,48,0.95,64,2.7,4
7,0.5,48,0.9,64,2.7,4
7,0.46,48,0.94,64,2.65,4
7,0.465,48,0.94,64,2.67,4
7,0.437,48,0.96,64,2.7,4
7,0.428,48,0.98,64,2.7,4
7,0.435,48,0.965,64,2.7,4
7,0.437,48,0.99,64,2.66,4
7,0.433,48,0.987,64,2.67,4
7,0.48,48,1,64,2.6,4
7,0.47,48,1.05,64,2.58,4
7,0.465,48,1.07,64,2.6,4
7,0.465,48,1.07,64,2.58,4
7,0.465,48,1.053,64,2.65,4
7,0.465,48,1.051,64,2.63,4
34,0.47,48,1.073,64,2.7,4
34,0.53,48,1.06,64,2.7,4
34,0.55,48,1.02,64,2.6,4
34,0.53,48,1,64,2.7,4
34,0.55,48,1.02,64,2.7,4
7,0.465,48,1.07,64,2.58,4
7,0.53,48,3,35,0.55,9
7,0.53,48,2.95,35,0.58,9
7,0.54,48,3,35,0.575,9
7,0.54,48,2.9,35,0.58,9
7,0.432,48,2.4,35,0.46,9
7,0.535,48,3,35,0.555,9
7,0.54,48,2.9,35,0.586,9
7,0.436,48,2.4,35,0.455,9
7,0.55,48,2.93,35,0.586,9
7,0.547,48,2.92,35,0.586,9
7,0.508,48,1.82,35,0.481,9
7,0.483,48,1.77,35,0.481,9
7,0.485,48,1.8,35,0.485,9
7,0.547,35,0.586,48,2.92,9
7,0.54,23,0.495,64,1.335,15
7,0.53,23,0.525,64,1.335,15
7,0.53,23,0.52,64,1.36,15
7,0.545,23,0.573,64,1.38,15
7,0.545,23,0.573,64,1.38,15
7,0.55,23,0.579,64,1.4,15
7,0.545,23,0.575,64,1.385,15
7,0.545,23,0.575,64,1.385,15
7,0.55,23,0.579,64,1.425,15
7,0.55,23,0.579,64,1.425,15
7,0.545,23,0.632,64,1.385,15
7,0.55,23,0.585,64,1.425,8
64,1.335,7,0.53,23,0.525,15
7,0.55,23,0.575,64,1.33,8
7,0.55,23,0.57,64,1.31,15
34,0.56,23,0.585,64,1.344,15
34,0.565,23,0.588,64,1.358,15
34,0.575,23,0.588,64,1.35,15
34,0.58,23,0.565,64,1.36,15
34,0.59,23,0.56,64,1.37,15
34,0.593,23,0.555,64,1.37,15
34,0.59,23,0.56,64,1.368,15
34,0.515,23,0.555,64,1.318,15
34,0.53,23,0.57,64,1.36,15
34,0.53,23,0.57,64,1.36,15
58,0.85,66,0.43,55,0.102,1
58,0.855,66,0.417,55,0.102,1
58,0.85,66,0.417,55,0.1,11
58,0.85,66,0.417,55,0.1,11
58,0.82,66,0.445,55,0.105,11
58,0.82,66,0.445,55,0.105,11
58,0.82,66,0.448,55,0.108,11
55,0.11,58,0.825,66,0.445,11
